name,location,cuisines,votes,rating,cost_for_two
Nizaam's Kaati Rolls & Kebabs,Jeevan Bhima Nagar,"Street Food, North Indian, Rolls",112,3.7,450.0
Chai Masthi,Domlur,"Fast Food, Lebanese",10,3.5,200.0
Fullyfilled,Indiranagar,"Fast Food, Chinese, Lebanese",48,4.0,200.0
Big Chick Fried Chicken,Kaggadasapura,Fast Food,11,3.5,400.0
Venus Biryani,Domlur,"Biryani, Chinese",149,3.1,200.0
Ibaco,Indiranagar,Desserts,292,4.0,300.0
Kobe Sizzlers,Indiranagar,"American, Continental, Fast Food, Steak",1503,4.1,1500.0
Dakshin Biryani & Tiffin,Indiranagar,"Andhra, South Indian, North Indian",334,3.4,550.0
Mother's Meal,CV Raman Nagar,North Indian,134,3.8,200.0
Pathy's Kitchen,Indiranagar,Andhra,21,3.5,500.0
Just Kulfi,Jeevan Bhima Nagar,"Ice Cream, Fast Food",8,3.5,400.0
Asaivam Restaurant,Indiranagar,"Chettinad, South Indian",71,4.0,750.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Indiranagar,"Cafe, Fast Food, Chinese",87,3.9,450.0
The Yogisthaan Cafe,Indiranagar,"Cafe, Healthy Food, Salad, Beverages",1216,4.2,600.0
Peace Restaurant,Indiranagar,"Chinese, Tibetan, North Indian",125,2.7,500.0
SGS Non Veg - Gundu Pulav,Marathahalli,"Biryani, Fast Food",68,3.1,400.0
Red Chilliez,Thippasandra,"North Indian, Chinese, Seafood, Mangalorean",217,3.5,650.0
Ambur Star Briyani,Indiranagar,"North Indian, Chinese, Biryani",26,3.8,500.0
Inhouse Burger,CV Raman Nagar,"Burger, Fast Food, Healthy Food, Beverages",11,3.3,500.0
GMT - Gelateria Montecatini Terme,Indiranagar,"Desserts, Ice Cream",282,4.4,300.0
Chapati House,Ejipura,North Indian,34,3.9,300.0
Breezy Cow Bar,Kaggadasapura,Beverages,25,3.8,400.0
The Cake House,Ulsoor,"Bakery, Fast Food",30,3.7,300.0
Oye Amritsar,Indiranagar,North Indian,1488,3.9,600.0
Srinathji's,Indiranagar,"Street Food, Chinese, Italian, North Indian",598,3.6,800.0
Little Italy,Indiranagar,"Italian, Pizza, Mexican",3305,4.2,1400.0
Le Gateau - The Cake Shop,Old Airport Road,"Desserts, Bakery",542,4.4,600.0
Crispy Fried Chicken,Old Airport Road,"Burger, Fast Food",11,3.3,150.0
Gooey & Fluffy,Thippasandra,"Desserts, Bakery",90,3.9,200.0
Foodmazic,Kaggadasapura,"BBQ, Beverages, Burger, Rolls, Tea",17,3.7,200.0
Domino's Pizza,CV Raman Nagar,"Pizza, Fast Food",7,3.0,400.0
Thanco's Naturals Ice Cream,Marathahalli,"Ice Cream, Desserts",21,3.6,450.0
Tayabbs,Indiranagar,"Rolls, North Indian, Fast Food",739,4.0,500.0
Stuffd,Old Airport Road,"Continental, North Indian",33,3.8,500.0
Grubhouse,Indiranagar,"Cafe, Continental",338,4.1,800.0
Bites 2 Binge,Indiranagar,North Indian,19,3.7,750.0
Punjabi Dhaba,Indiranagar,"North Indian, Chinese",53,2.8,300.0
3 Leafs,Kaggadasapura,"North Indian, South Indian, Chinese",128,3.7,600.0
Kalavara,CV Raman Nagar,"South Indian, Kerala",14,3.4,150.0
Rotti Mane,Thippasandra,South Indian,18,3.6,200.0
UBCR,Indiranagar,Fast Food,5,3.3,200.0
Hotel Devanand Kerala Restaurant,CV Raman Nagar,Kerala,94,3.4,300.0
Pulimunchi,Indiranagar,"Mangalorean, Seafood",695,4.3,1000.0
World In A Bowl,Indiranagar,"Continental, North Indian, Desserts, Beverages",40,2.9,600.0
A2B - Adyar Ananda Bhavan,Indiranagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",570,3.0,400.0
C Kosila Kitchen,Ejipura,North Indian,8,3.1,300.0
Sethji Home Made Food,Indiranagar,North Indian,229,3.5,350.0
Chillikum,Indiranagar,North Indian,38,3.6,350.0
Rahhams,Old Airport Road,"Mughlai, North Indian, Chinese",420,2.8,700.0
The Ganache Factory,Domlur,"Desserts, Bakery",42,4.1,400.0
Bat Chef,Indiranagar,Fast Food,27,2.6,500.0
Tunday Kababi,Indiranagar,"Lucknowi, Mughlai",724,3.8,500.0
Kolkata Rolls & Hot Dum Biriyani On Dial,Indiranagar,"Fast Food, Rolls",22,3.5,200.0
Biriyani Zone,CV Raman Nagar,"Biryani, North Indian, Chinese, Seafood",22,3.7,800.0
The Spicy Kitchen,Thippasandra,"Arabian, Rolls",17,3.1,300.0
Kitchen of Joy,Indiranagar,"Fast Food, Bengali, Rolls",580,4.2,400.0
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Indiranagar,Continental,54,3.1,500.0
Supreme Biryani,East Bangalore,Biryani,12,3.4,500.0
Desi Chinese,East Bangalore,"Chinese, North Indian",37,3.6,400.0
INDULGE by InnerChef,Indiranagar,"Desserts, Bakery",27,3.4,400.0
Bekal,Jeevan Bhima Nagar,"Kerala, Mangalorean, Seafood",282,4.0,700.0
Mid Night Hunting,Ejipura,"Fast Food, Italian",127,3.7,300.0
Singh Saab,Indiranagar,"North Indian, Chinese, Mughlai",244,3.7,800.0
Shaap,Indiranagar,"Kerala, Seafood",241,4.0,500.0
Nutty Squirrel,Thippasandra,"Ice Cream, Desserts",12,3.6,300.0
Peacock,Indiranagar,"North Indian, BBQ, Mughlai",861,4.0,1200.0
Snack'Ups,Thippasandra,Fast Food,62,3.5,250.0
Fruit Face,Indiranagar,"Fast Food, Street Food, Beverages",24,3.7,300.0
Laddoos,Jeevan Bhima Nagar,"North Indian, Street Food, Mithai",228,2.9,250.0
Cake Palace,Indiranagar,Bakery,12,3.4,100.0
McDonald's,Old Airport Road,"Burger, Fast Food",167,3.0,500.0
Kulcha Kulture,Indiranagar,North Indian,14,3.5,400.0
Kanti Sweets,Indiranagar,"Mithai, Street Food",125,4.0,400.0
Longlive Pizza,Kaggadasapura,"Pizza, Fast Food",61,3.2,400.0
Bite Me Cupcakes,Indiranagar,Desserts,631,4.2,300.0
Bhavani Sri,Indiranagar,"Chinese, North Indian",112,3.0,600.0
Burger Bite House,Old Airport Road,"Burger, Fast Food",4,3.1,500.0
Panda Foods,Marathahalli,"North Indian, Juices",15,3.5,300.0
Raj Rasoi,Ejipura,"North Indian, Chinese",12,3.5,250.0
Swaad,Jeevan Bhima Nagar,North Indian,30,3.2,200.0
The Kitchen Chef,Old Airport Road,"Fast Food, North Indian, Chinese",98,3.0,500.0
Umami & Beyond,Indiranagar,"Continental, Healthy Food, Beverages",24,3.7,400.0
Food Town,Indiranagar,Chinese,5,3.2,200.0
Wangs Kitchen,Indiranagar,Chinese,56,2.5,700.0
Copper Chimney,Indiranagar,"North Indian, Biryani",97,4.2,1200.0
S.W.A.T Food Truck,East Bangalore,"American, Fast Food",217,3.7,450.0
Juicy,Old Airport Road,"Beverages, Juices, Fast Food",80,3.8,200.0
Shake It Off,Indiranagar,"Beverages, Fast Food",164,4.2,600.0
Mad Over Biryani,Indiranagar,"North Indian, Biryani",10,3.5,600.0
Ciclo Cafe,Indiranagar,"Cafe, Italian, American",1331,4.3,1000.0
Chai Darbaar,Marathahalli,"North Indian, Chinese, Fast Food",7,3.1,300.0
Ice Cream Works,Indiranagar,"Ice Cream, Ice Cream",84,3.9,300.0
Baskin Robbins,Old Airport Road,"Ice Cream, Desserts",47,3.7,250.0
Premium Bombay Kulfi,Indiranagar,Ice Cream,11,3.5,100.0
Kaayal,Jeevan Bhima Nagar,"Kerala, Chinese",254,3.2,500.0
Popat,Indiranagar,North Indian,43,3.2,300.0
Paratha Xpress,Ulsoor,"North Indian, Chinese",8,3.5,200.0
Curries And Pickles,Kaggadasapura,"Andhra, North Indian, Biryani",16,2.9,350.0
Kisna Cafe,Old Airport Road,"South Indian, North Indian",12,3.6,300.0
Kartik's Mithai Shoppe,Indiranagar,"Mithai, Street Food",112,4.1,150.0
Budget Food,Old Airport Road,"North Indian, Biryani",43,3.5,700.0
Bean Flickers,Indiranagar,"Cafe, American, Fast Food, Coffee, Continental",397,4.3,700.0
Spicy Corner,Jeevan Bhima Nagar,"Street Food, Fast Food",190,3.9,250.0
Swad Punjabi Dhaba,Thippasandra,North Indian,20,3.6,300.0
Spices,CV Raman Nagar,"South Indian, North Indian, Chinese, Biryani",6,3.2,450.0
Kolkatta Famous Chat,Indiranagar,"Street Food, North Indian",23,3.7,100.0
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,"European, Italian, Asian",217,4.2,1500.0
Cafe Braqa,Indiranagar,"Cafe, Italian, Continental, Beverages",147,4.1,700.0
Johny's Kitchen,Jeevan Bhima Nagar,"North Indian, South Indian",60,4.1,300.0
Cake Dilim,Kaggadasapura,"Bakery, Desserts",8,3.3,400.0
Infinitea Tea Room & Tea Store,Indiranagar,"Continental, Cafe, Desserts, Salad, Momos",771,4.3,1000.0
Meat and eat,Kaggadasapura,"Fast Food, Burger",14,3.2,500.0
North Indian Tadka,Ejipura,"Chinese, North Indian",6,3.0,200.0
Chantilly,Indiranagar,"Cafe, Bakery",124,4.1,450.0
Ideal Kitchen,Indiranagar,"North Indian, Chinese, South Indian, Seafood",26,3.5,250.0
Green G Juice Bar,Indiranagar,"Ice Cream, Fast Food, Beverages",39,3.5,200.0
Wow Vada Pav,Indiranagar,"Street Food, American",27,3.6,250.0
Ooty Chocolates,Indiranagar,Desserts,55,3.9,300.0
Kanteen 038,Indiranagar,"Tea, Beverages, Fast Food",54,3.9,200.0
Cafe Soy,Indiranagar,Asian,48,3.8,250.0
Galli Belly,Domlur,"Sandwich, Rolls",9,3.4,200.0
Sri Krishna Sweets,Indiranagar,Mithai,33,3.7,250.0
Delhi Delight Food Cafe,Jeevan Bhima Nagar,"Chinese, North Indian",28,3.1,200.0
Donne Biriyani Mane,Jeevan Bhima Nagar,"Biryani, Kebab",162,3.8,400.0
Brea,Jeevan Bhima Nagar,"Bakery, Fast Food",34,3.4,300.0
Wats Ur Scoop?,Indiranagar,"Desserts, Ice Cream",56,4.0,300.0
Sri Ganesha Fruit Juice Centre,Domlur,"Juices, Beverages",18,3.2,100.0
US Pizza,Kaggadasapura,"Pizza, Italian, Salad",63,2.4,500.0
Pait Full,Kaggadasapura,"North Indian, Chinese, Biryani",70,3.8,750.0
Cafe Terra,Indiranagar,"Cafe, Continental, Fast Food",402,4.2,500.0
Desi Bytes,Old Airport Road,"North Indian, Chinese",96,3.1,450.0
Drunken Monkey,Indiranagar,"Beverages, Fast Food",210,3.9,500.0
Sai Donne Biryani,Indiranagar,"North Indian, Biryani",9,3.3,300.0
Dashabhuja Kitchen & Catering,Thippasandra,"North Indian, Chinese",12,3.0,400.0
20 Char - Sterlings MAC Hotel,Old Airport Road,"Chinese, Continental, North Indian, South Indian, Arabian",427,4.0,1400.0
Goli Vada Pav No. 1,Ulsoor,Street Food,34,3.5,200.0
Zaica Dine & Wine,Indiranagar,North Indian,1021,4.0,1200.0
Raja Bhojaun,Marathahalli,"Chinese, North Indian, South Indian",20,3.4,250.0
Kadamba Foodline,Ulsoor,"Chinese, North Indian, South Indian, Street Food",33,3.7,400.0
Big Mummy,Indiranagar,"Fast Food, Biryani",223,4.0,400.0
Rajan's Cafe,Domlur,"North Indian, Chinese, Fast Food",79,2.8,300.0
Status,Old Airport Road,"Chinese, North Indian",120,3.6,550.0
Meaza Ginger Multi Cuisine Restaurant,Indiranagar,"North Indian, Chinese",93,3.7,500.0
Chellappa's,Kaggadasapura,"Chettinad, South Indian, North Indian",115,3.2,500.0
Ice Creamist,Kaggadasapura,"Ice Cream, Desserts",25,3.2,300.0
Guns N Roses,Ejipura,"Fast Food, Biryani",23,3.6,300.0
Fire And Ice,Kaggadasapura,"Desserts, Fast Food",19,3.7,300.0
DVG Benne Dosa,Domlur,South Indian,29,4.1,150.0
Chetty's Coffee,Indiranagar,South Indian,45,3.9,150.0
The Table,Indiranagar,"Bakery, Desserts",42,3.8,400.0
Kevins Kitchen,Koramangala 6th Block,"North Indian, Chinese, Biryani",105,3.8,400.0
House of Torte,Kaggadasapura,"Bakery, Cafe, Burger, Fast Food",60,3.8,450.0
A3 Nuwang Kitchen,Ejipura,"Chinese, North Indian",42,3.7,300.0
Suchithra Biryani House,Old Airport Road,"Andhra, Biryani, North Indian",287,3.7,450.0
Hotel Salala,Old Airport Road,"North Indian, South Indian, Chinese, Biryani",73,3.8,400.0
iSpice Resto Cafe,Indiranagar,"North Indian, Chinese, Fast Food",32,3.7,500.0
Saka Eatery Outlet,Indiranagar,Street Food,42,3.7,150.0
CakeBerries,Old Airport Road,"Bakery, Desserts",15,3.7,200.0
Troll,Indiranagar,"Desserts, Ice Cream",103,3.8,300.0
New Leaf Restaurant,Indiranagar,Chinese,59,3.7,1200.0
Chefie,Koramangala 1st Block,"Continental, Fast Food, Italian, North Indian",37,3.8,200.0
The Kitchen Bandit,Koramangala 2nd Block,"Chinese, North Indian, Fast Food",44,3.2,350.0
Viceroy's Sarathi,Indiranagar,"North Indian, Chinese, Mughlai",139,3.8,750.0
Chef Fast Food,Old Airport Road,"Fast Food, North Indian, South Indian",27,3.2,300.0
New Tandoor Fusion,Kaggadasapura,"North Indian, Chinese",4,3.1,350.0
Book My Cakes,Old Airport Road,Bakery,4,3.3,300.0
Punjab Bistro,CV Raman Nagar,North Indian,16,3.7,300.0
Amar Kolkata,Old Airport Road,"Bengali, North Indian, Chinese",6,3.2,300.0
The Brekkie Shop,Indiranagar,"Healthy Food, Sandwich",61,3.8,300.0
Venad Kitchen,Kaggadasapura,Kerala,93,3.8,300.0
Lazy Suzy,Indiranagar,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",1258,4.3,1000.0
Little Orissa Restaurant,Indiranagar,"Oriya, North Indian, Bengali, Chinese",350,3.9,450.0
VRS Food Zone,Ejipura,"Chinese, Fast Food",5,3.3,100.0
Bangalore Durbar Fast Food,Thippasandra,"North Indian, South Indian, Chinese, Kerala",21,3.6,600.0
Ramji Chaiwale,Old Airport Road,"Beverages, Fast Food",124,3.9,250.0
Waah Chef,CV Raman Nagar,Hyderabadi,4,3.3,300.0
Nature's Restaurant,Domlur,"Chinese, Mangalorean, North Indian",4,3.3,300.0
Chatora Singh,Old Airport Road,"North Indian, Fast Food",44,3.9,200.0
Chung Shan Chinese Restaurant,Ejipura,"Chinese, Momos",32,3.7,500.0
Paratha Plaza,Indiranagar,North Indian,156,3.7,300.0
Bun Maska Chai,Jeevan Bhima Nagar,"Street Food, Fast Food",122,3.9,250.0
Sweet Chariot,Jeevan Bhima Nagar,"Bakery, Fast Food",25,3.5,500.0
Fresh Bowl,Old Airport Road,"Chinese, North Indian, Fast Food",4,3.3,400.0
Mummy's Kitchen,Old Airport Road,"North Indian, Biryani, Chinese",16,3.7,300.0
Hotel Hyperdine,Indiranagar,"North Indian, Chinese, Arabian",66,2.5,350.0
Bhagini Icon Boutique Hotel,Indiranagar,"South Indian, North Indian, Continental",6,3.1,600.0
Hungry Walker,Indiranagar,"Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian",43,4.0,400.0
Loyal Food,Indiranagar,Continental,17,3.2,500.0
Oyster Bay,Old Airport Road,North Indian,5,3.2,550.0
Ginseng - Royal Orchid Hotel,Old Airport Road,"Chinese, Thai, Asian",172,3.9,1900.0
Tuffreys,CV Raman Nagar,"Desserts, Ice Cream",25,3.6,250.0
Eddy's Cafe,Indiranagar,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",142,4.1,750.0
New Royal Paris Restaurant,Old Airport Road,"Chinese, Kerala, North Indian",14,3.4,300.0
McLeans Italian Pizzeria,Ejipura,"American, Pizza",30,3.4,500.0
Java,Old Airport Road,"North Indian, Chinese",39,3.7,700.0
Simhapuri Mess,Old Airport Road,North Indian,39,3.8,300.0
DilliBite,Ulsoor,"North Indian, Chinese",33,3.5,600.0
Friends Night Kitchen,Koramangala 6th Block,"Italian, Pizza",110,3.8,400.0
Kumbakonam Degree Coffee,Indiranagar,"South Indian, Fast Food",67,3.8,200.0
Momo Corner,Old Airport Road,"Fast Food, Momos",22,3.8,150.0
Nandini Andhra Style Mess,Old Airport Road,"North Indian, Chinese, South Indian",28,3.4,350.0
Palki Restaurant,Old Airport Road,"North Indian, Chinese, Biryani, Mangalorean",93,2.8,500.0
Raaga,Indiranagar,"North Indian, Chinese, Continental",300,3.8,1200.0
Suvaai Restaurant,Indiranagar,South Indian,11,3.3,100.0
Shree Durga,Old Airport Road,"North Indian, Chinese, Seafood",7,3.2,500.0
24 Hours Cake Delivery,Old Airport Road,Bakery,4,3.3,700.0
Nandanavanam,Old Airport Road,South Indian,6,3.3,300.0
Juicemaker,Old Airport Road,"Beverages, Fast Food",32,3.4,400.0
Samosa Party,Jeevan Bhima Nagar,"Street Food, Fast Food",374,4.1,150.0
BabaYaga's,Indiranagar,"American, Finger Food",242,4.0,1500.0
Ghar Ka Bhojan,Domlur,"North Indian, Healthy Food",7,3.3,200.0
L'inoui - The Leela Palace,Old Airport Road,Desserts,9,3.5,400.0
Hello Resto-Pub,Old Airport Road,Continental,348,4.1,900.0
Mac Fast Food,Old Airport Road,"Fast Food, Chinese",50,2.7,400.0
Bake a Smile,Old Airport Road,"Bakery, Desserts",9,3.4,400.0
SLV Andhra Mess,Domlur,"Chinese, North Indian",6,3.5,200.0
NH8,Indiranagar,Rajasthani,2099,4.1,800.0
Chungs Pavilion,Indiranagar,Chinese,249,3.9,700.0
Venus Bake Point,Old Airport Road,Bakery,6,3.5,500.0
House Of Seitan,Indiranagar,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",38,4.0,700.0
Raenss Cafe,Indiranagar,"Cafe, Fast Food",128,2.4,600.0
Momscurry,East Bangalore,North Indian,19,2.7,300.0
FTB Restaurant,Thippasandra,"North Indian, Bengali, Chinese, Seafood",19,3.6,500.0
The Teal Door Cafe,Indiranagar,"Cafe, Continental",1920,4.2,800.0
Grow Fit,Indiranagar,"Healthy Food, North Indian, Thai",113,3.9,500.0
Jiyan Swadista,Marathahalli,"Chinese, Kebab, North Indian",10,3.4,300.0
Homemade Food,Indiranagar,South Indian,24,3.8,200.0
The Humming Tree,Indiranagar,"Fast Food, European",2432,4.0,2000.0
Ambur Biriyani,Old Airport Road,Biryani,4,3.2,200.0
Dine @ 9 Paratha Corner,Indiranagar,"North Indian, Chinese",33,3.6,300.0
Paisa Vasool,Domlur,North Indian,8,3.3,400.0
Cup Shup,Indiranagar,"Cafe, Continental, Fast Food",185,2.8,500.0
Achayyan's,Indiranagar,"Kerala, South Indian",410,3.8,350.0
Kadai Crust - Amma Veetu Samayal,Indiranagar,"Chettinad, South Indian, Biryani",263,3.8,700.0
The Ants Cafe & Store,Indiranagar,"Cafe, Italian, Fast Food",1387,3.9,800.0
Gundappa Donne Biryani,Indiranagar,Biryani,91,2.6,300.0
Namdhari's Salad Bar,Indiranagar,"Salad, Fast Food",82,3.9,400.0
The Rolling Pin,Indiranagar,"Bakery, Desserts",76,4.1,400.0
AhimsaAmrit Green Cafe,Indiranagar,"Healthy Food, Salad, Continental",19,3.7,800.0
Chai Cafe,Indiranagar,Cafe,49,3.9,200.0
La Madeleine Patisserie,Indiranagar,Bakery,71,3.9,200.0
Rudra Tiffin Service,Domlur,North Indian,4,3.3,250.0
Jiyo Natural,South Bangalore,"Healthy Food, North Indian",15,3.6,300.0
KrumbKraft,Domlur,"Bakery, European",6,3.5,300.0
Melting Spot,Indiranagar,"Cafe, Desserts, Beverages, Italian",134,4.0,600.0
Neffy's - Cakes & More,Indiranagar,Bakery,24,3.5,300.0
Yum Tum,Domlur,"Salad, Greek, Mediterranean",7,3.4,250.0
Fudgy Love Designer Cakes,Domlur,"Bakery, Desserts",20,3.7,600.0
Cafe Velvette,Domlur,"Cafe, American, Italian, Continental",11,3.4,400.0
Celeste's Kitchen,Domlur,"Chinese, Fast Food, North Indian",5,3.3,400.0
Taantraa - Organic Handbaking,Indiranagar,"Bakery, Desserts",28,3.7,350.0
Cross Roads Cafe,Indiranagar,"Cafe, Italian, Tex-Mex, Fast Food, Burger",59,3.0,500.0
Smoodies,Old Airport Road,Juices,22,3.7,300.0
Cinnamon's Kitchen,Old Airport Road,"North Indian, South Indian, Fast Food",25,3.7,300.0
Mayo N Burger,Indiranagar,American,4,3.2,250.0
Mukati Kitchen,Thippasandra,"North Indian, Continental, Chinese, Italian",133,3.7,500.0
Soup Station,Domlur,"Healthy Food, Sandwich, Salad",112,3.9,150.0
The Parotta Master,Jeevan Bhima Nagar,South Indian,43,2.9,400.0
Byblos,Indiranagar,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",1352,4.2,1700.0
Cream Factory,Kaggadasapura,Desserts,54,3.9,400.0
Picante,Indiranagar,"Sandwich, Fast Food",23,3.6,400.0
Lono,Indiranagar,"Continental, Modern Indian",241,4.2,1500.0
Loveshack,Domlur,"Continental, Pizza, North Indian, Goan, Cafe",1806,4.0,1600.0
The French Loaf,Indiranagar,"Bakery, Desserts, Sandwich",137,3.5,400.0
Cafe Idly,Jeevan Bhima Nagar,"South Indian, Fast Food",35,2.9,200.0
Bottle & Glass,Indiranagar,"Continental, Chinese, Italian",984,4.0,1400.0
Tandoori Taal,Indiranagar,"Biryani, North Indian",1799,4.3,900.0
Knight Riders,Domlur,"Chinese, European",25,2.4,1000.0
TFC - Tony's Food Corner,"ITPL Main Road, Whitefield","North Indian, Chinese",23,3.1,400.0
Just Bake,Old Airport Road,Bakery,23,2.7,400.0
Magic Box,Indiranagar,"South Indian, North Indian, Chinese",21,3.3,300.0
Bhartiya Jalpan,Indiranagar,"North Indian, Street Food",1098,4.1,700.0
Nandhana Palace,Indiranagar,"Andhra, Biryani, North Indian, Chinese",956,4.2,800.0
Sanchez Taqueria & Cantina,Indiranagar,"Mexican, Tex-Mex",82,4.3,800.0
Aaha Andhra,Indiranagar,"Andhra, Biryani, North Indian",820,4.2,900.0
Eat Well,Indiranagar,"North Indian, Chinese",33,3.5,400.0
Forage,Indiranagar,"Healthy Food, Beverages, European, Salad",215,4.2,1500.0
Anjappar,Indiranagar,"Chettinad, South Indian",777,3.8,650.0
Waffle Magic,Indiranagar,"Cafe, Desserts",592,4.2,700.0
Fai Dang,Indiranagar,"Asian, Continental",33,3.3,1100.0
Talk Over Table,Jeevan Bhima Nagar,Cafe,287,4.0,500.0
Chefkraft,Indiranagar,"Continental, Fast Food, Salad",146,3.9,800.0
New Punjabi Hotel,Indiranagar,"North Indian, Chinese",125,3.7,300.0
Nandhini Paradise,Indiranagar,North Indian,289,3.7,600.0
Santrupthi Khanavalli,CV Raman Nagar,South Indian,4,3.4,200.0
The ThickShake Factory,Indiranagar,"Beverages, Juices",124,4.0,350.0
Kasol Cafe,Indiranagar,"Bengali, Continental",20,3.7,400.0
D'Cafe,Domlur,"Cafe, Coffee, Continental",18,3.8,500.0
Lakeview Milkbar,Indiranagar,"Fast Food, Desserts, Cafe",544,2.9,600.0
California Burrito,Domlur,"Mexican, Fast Food",343,4.1,400.0
Madurai Idly Shop,Indiranagar,South Indian,731,3.8,200.0
Anju's Cafe,Indiranagar,"Fast Food, North Indian, Continental",6,3.4,400.0
Tandoori Club,Domlur,"North Indian, Chinese, Biryani",6,3.5,400.0
Liveat,Indiranagar,"Healthy Food, Mexican, Asian, Continental",35,3.7,500.0
J's Cafe,Indiranagar,"Cafe, Continental",155,3.9,700.0
Jaishree Pavilion,Thippasandra,"North Indian, South Indian, Chinese",36,3.7,700.0
Nami's Global Kitchen,Indiranagar,"Italian, North Indian, Mexican, Chinese",6,3.3,240.0
Calcutta Victoria Chat House,Jeevan Bhima Nagar,Street Food,219,3.6,150.0
Flavors of India,Domlur,"North Indian, South Indian, Andhra, Mughlai",6,3.5,600.0
Bengaluru House,Jeevan Bhima Nagar,South Indian,45,3.7,500.0
Frootality,Indiranagar,"Healthy Food, Beverages",215,4.0,400.0
Fazzito Kitchen,Thippasandra,North Indian,210,3.8,700.0
Tempteys,Indiranagar,"Desserts, Beverages",135,4.1,400.0
Walnut Kitchen,Domlur,"North Indian, Biryani, Chinese",10,3.0,500.0
Sbarro,Domlur,Pizza,16,3.4,500.0
New Shanthi Sagar,Domlur,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",119,2.8,450.0
SKY FOG,Thippasandra,"Desserts, Ice Cream, Fast Food",6,3.1,300.0
Allahabadi Tadaka,Domlur,North Indian,47,3.0,250.0
Avanti Indian Barbeque & Grill,Domlur,North Indian,46,3.4,1100.0
Angel Mutton Leg Soup,Jeevan Bhima Nagar,South Indian,25,3.5,200.0
Choco Allure,Indiranagar,Desserts,5,3.4,300.0
Biryani Club,Jeevan Bhima Nagar,"South Indian, Biryani",31,2.9,400.0
Kanti's,Thippasandra,"Mithai, Street Food",64,3.1,300.0
Bhikaram Chandmal Bhujiawala,Jeevan Bhima Nagar,"North Indian, Mithai",70,3.7,200.0
Bangalore Grill House,Thippasandra,"Arabian, BBQ, Mexican",6,3.2,300.0
Cafe Oleiva,Thippasandra,Cafe,6,3.4,500.0
